EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN.GST,CONTRACTOR REGISTRATION CERTIFICATE,AFFIDAVIT REGARDING CORRECTNESS,LABOUR LICENSE",CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-TITLAGARH,EETIG-ONLINE-14-2025-26,2026_CERWI_124820_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,20-Jan-2026 11:00 AM,28-Jan-2026 11:00 AM,20-Jan-2026 11:00 AM,27-Jan-2026 05:00 PM,20-Jan-2026 11:00 AM ,27-Jan-2026 11:00 AM ,20-Jan-2026 11:00 AM,27-Jan-2026 05:00 PM,"2,000",0.0,Nil,Nil,No,SR 2 Nos ASI quarter at Tureikela Police station under Tureikela block for the year 2025-26,SR 2 Nos ASI quarter at Tureikela Police station under Tureikela block for the year 2025-26,PLEASE REFER TENDER DOCUMENTS ,NA ,"4,19,179",Civil Works - Buildings,NA ,Tender,90.0,180.0,TITILAGARH,767042.0,NA ,NA ,NA ,O/O THE SE RWD TITILAGARH,No ,No,THE SE RWD TITILAGARH,O/O THE SE RWD TITILAGARH,AOC,RAJENDRA MAJHI,Internal,EE DAO ESTIMATOR,Rajendra Majhi,29-Apr-2026 07:56 PM,finsummary_576794.pdf (206.75 KB),RAJENDRA MAJHI,Internal,EE DAO ESTIMATOR,Rajendra Majhi,29-Apr-2026 07:53 PM,techsummary_576794.pdf (206.75 KB),29-Apr-2026,"INR 418,759",180.0,Rajendra Majhi,29-Apr-2026 07:59 PM,15.pdf (207.00 KB),CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-TITLAGARH,2026_CERWI_124820_15,EETIG-ONLINE-14-2025-26,SR 2 Nos ASI quarter at Tureikela Police station under Tureikela block for the year 2025-26,1.0,3368413.0,SATYABRAT BRAHMA,INR,"418,759",1,3366089,Amit Agrawal,26-Jan-2026 02:03 PM,Rejected-Finance,NOT WINE THE LOTTERY,29-Apr-2026 07:56 PM,Finance,12NOS BIDDERS,Rajendra Majhi,29-Jan-2026 01:40 PM,finance_576794.pdf,BOQ Comparative Chart,AOC
,,,,,,,,.pdf,NO RELATION CERTIFICATE AND OTHER RELEVANT DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3368820,ARYA INFRASTRCTURE,27-Jan-2026 04:27 PM,Rejected-Finance,NOT WINE THE LOTTERY,29-Apr-2026 07:56 PM,,,,,,,AOC
,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3367325,GHASIRAM JAINI,27-Jan-2026 02:37 PM,Rejected-Finance,NOT WINE THE LOTTERY,29-Apr-2026 07:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3365435,KUNTI MAHANANDA,27-Jan-2026 12:53 PM,Rejected-Finance,NOT WINE THE LOTTERY,29-Apr-2026 07:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3366331,MAMATA KUMBHAR,26-Jan-2026 05:22 PM,Rejected-Finance,NOT WINE THE LOTTERY,29-Apr-2026 07:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3365823,MANJU AGRAWL,27-Jan-2026 09:06 AM,Rejected-Finance,NOT WINE THE LOTTERY,29-Apr-2026 07:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3365397,NARENDRA PANIKA,27-Jan-2026 11:01 AM,Rejected-Finance,NOT WINE THE LOTTERY,29-Apr-2026 07:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3365702,PADMANAVA NAIK,26-Jan-2026 10:23 AM,Rejected-Finance,NOT WINE THE LOTTERY,29-Apr-2026 07:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3365815,PRITI AGRAWAL,27-Jan-2026 10:08 AM,Rejected-Finance,NOT WINE THE LOTTERY,29-Apr-2026 07:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3366629,RAJESH KUMAR JAIN,26-Jan-2026 07:55 PM,Rejected-Finance,NOT WINE THE LOTTERY,29-Apr-2026 07:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3368413,SATYABRAT BRAHMA,27-Jan-2026 03:04 PM,Accepted-AOC,AOC,29-Apr-2026 07:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3366628,SUBASH CHANDRA AGRAWAL,26-Jan-2026 07:20 PM,Rejected-Finance,NOT WINE THE LOTTERY,29-Apr-2026 07:56 PM,,,,,,,AOC
