S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Tender Stage
1.0,3386797.0,RABINDRA KUMAR SETHY,INR,"662,911",Finance,Total 7 nos Bidder,Ganesh Chandra Hembram,20-Apr-2026 02:01 PM,finance_578980.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Ganesh Chandra Hembram,21-Apr-2026 01:58 PM,finsummary_578980.pdf (126.85 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,2026_CERWI_125430_6,TCN-17 of 2025-26,Periodical Maintenance to PWD Road to Naripur for the Year 2025-26,Executive Engineer,Internal,,Ganesh Chandra Hembram,21-Apr-2026 01:28 PM,techsummary_578980.pdf (126.86 KB),23-Apr-2026,"INR 662,911",20.0,Ganesh Chandra Hembram,23-Apr-2026 10:18 AM,1568.pdf (583.00 KB),1,3384558,Deepak Khilar,07-Feb-2026 11:29 AM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:18 AM,AOC,"7,798",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,TCN,Periodical Maintenance to PWD Road to Naripur for the Year 2025-26,Repair of Roads,"PAN,GST,RC and other relevant document as per DTCN ",NA ,"7,79,804",Civil Works - Roads,NA ,Tender,90.0,20.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/OtheSuperintendingEngineer,R.W.Division,Bhadrak",No ,No,1.0,2026_CERWI_125430_6,Other,,Executive Engineer,"O/O the Superintending Engineer, R.W.Division, Bhadrak","4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,TCN-17 of 2025-26,2026_CERWI_125430_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,03-Feb-2026 09:00 AM,09-Feb-2026 04:00 PM,03-Feb-2026 09:00 AM,09-Feb-2026 02:00 PM,03-Feb-2026 09:00 AM ,09-Feb-2026 12:00 PM ,03-Feb-2026 09:00 AM,09-Feb-2026 02:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3386342,KALINGA GOURAV DAS,08-Feb-2026 06:25 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:18 AM,AOC,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3385428,MADHU SUDAN SAHOO,07-Feb-2026 08:14 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:18 AM,AOC,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3385583,PRASANTA KUMAR SAHU,08-Feb-2026 12:57 AM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:18 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3386797,RABINDRA KUMAR SETHY,08-Feb-2026 11:49 PM,Accepted-AOC,successful Bidder selected through transparent lottery system.,23-Apr-2026 10:18 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3387424,RAMCHANDRA MALIK,09-Feb-2026 12:36 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:18 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3385379,Surendra Prasad Malick,07-Feb-2026 07:48 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:18 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
