Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
07-Apr-2026,"INR 13,936,307",330.0,LAXMAN SAHOO,09-Apr-2026 12:40 PM,Deogaon50.pdf (301.00 KB),AOC,1,3288753,BHABANI SHANKAR PATEL,11-Dec-2025 09:03 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:41 PM,1.0,3301700.0,HIMANCHAL CHOUDHURY,INR,"13,936,307",ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_121904_10,ITDASNG-05/2025-26,Construction of 50 seated PSH building at Deogaon in Subdega Block,Finance,Tender Status,Sudam Chandra Patel,04-Feb-2026 12:38 PM,finance_566823.pdf,BOQ Comparative Chart,COLLECTOR SUNDARGARH,Internal,"AEE, ITDA, SE, MI Division, PA, ITDA, Sundargarh",LAXMAN SAHOO,02-Feb-2026 06:34 PM,03-Feb-2026 11:00 AM,techsummary_566823.pdf (502.43 KB),Technical,Tender Status,LAXMAN SAHOO,02-Feb-2026 05:40 PM,technical_566823.pdf,COLLECTOR SUNDARGARH,Internal,"AEE, ITDA, SE, MI Division and PA, ITDA, Sundargarh",LAXMAN SAHOO,13-Feb-2026 06:47 PM,finsummary_566823.pdf (546.02 KB),AOC,"1,63,937",Yes,fixed,,Nil,Nil,Construction of 50 seated PSH building at Deogaon in Subdega Block,Construction of 50 seated PSH building at Deogaon in Subdega Block,Please refer Tender documents. ,NA ,"1,63,93,727",Civil Works - Buildings,NA ,Tender,90.0,330.0,Sundargarh,770001.0,NA ,NA ,NA ,ITDA Sundargarh,No ,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Project Administrartor,ITDA Sundargarh,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-05/2025-26,2025_STSCD_121904_10,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,28-Nov-2025 11:00 AM,17-Dec-2025 11:00 AM,28-Nov-2025 11:00 AM,16-Dec-2025 05:00 PM,NA ,NA ,28-Nov-2025 11:00 AM,16-Dec-2025 05:00 PM,03-Feb-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Liscence, pancard, GSTIN, Affidavits and other documents as per DTCN",AOC
,,,,,,,2,3308810,DEEPANJALI MARNDI,16-Dec-2025 04:49 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,3,3287096,DIBYA SHANKAR BEHERA,16-Dec-2025 12:48 AM,Rejected-AOC,Not qualified,09-Apr-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3301700,HIMANCHAL CHOUDHURY,14-Dec-2025 06:51 PM,Accepted-AOC,1st lowest in lottery,09-Apr-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3308764,JAY PRAKASH SHARMA,16-Dec-2025 04:47 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3301822,M/S GITANJALI ENTERPRISES,16-Dec-2025 12:57 AM,Rejected-AOC,Not qualified,09-Apr-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3303945,NAIMAN TOPNO,15-Dec-2025 03:10 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3306041,PRABIR KUMAR SAMAL,16-Dec-2025 09:55 AM,Rejected-AOC,Not qualified,09-Apr-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3301526,PRITAM PRATAP NAIK,15-Dec-2025 11:26 AM,Rejected-AOC,Not qualified,09-Apr-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3303103,RAJIB LOCHAN ACHARYA,15-Dec-2025 12:44 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
