Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD, License, PAN, GST, Affidavits, undertaking and any other documents as per DTCN",Construction of two nos of Staff Quarter at Gopalpur HSS,Construction of two nos of Staff Quarter at Gopalpur HSS,D and C ,NA ,"19,34,173",Civil Works - Buildings,NA ,Tender,120.0,180.0,KALAHANDI/BHAWANIPATNA,766001.0,NA ,NA ,NA ,"ITDA, TH.RAMPUR AT BHAWANIPATNA",No ,No,"19,400",Yes,fixed,,Nil,Nil,ST and SC Development Deptt||ITDA Th. Rampur,ITDATHR-04/2025-26,2026_STSCD_125094_19,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"PA, ITDA, TH.RAMPUR AT BHAWANIPATNA","ITDA, Th.Rampur at Bhawanipatna, Kalahandi, Odisha",29-Jan-2026 11:00 AM,12-Feb-2026 11:00 AM,29-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,NA ,NA ,29-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,26-Feb-2026 04:00 PM,AOC,Technical,Technical Evaluation,Pradyumna Dash,26-Feb-2026 12:24 PM,technical_578049.pdf,"Collector, Kalahandi",Internal,"PA, iTDA",Pradyumna Dash,17-Apr-2026 10:18 AM,finsummary_578049.pdf (3176.13 KB),Finance,Proceeding,Pradyumna Dash,17-Apr-2026 10:08 AM,finance_578049.pdf,BOQ Comparative Chart,"PA, ITDA",Internal,Uploaded,Pradyumna Dash,26-Feb-2026 01:39 PM,26-Feb-2026 04:00 PM,techsummary_578049.pdf (2034.93 KB),17-Apr-2026,"INR 1,932,238.4",180.0,Pradyumna Dash,17-Apr-2026 10:22 AM,881LalitaNaik.pdf (424.00 KB),Awarded,1.0,3386114.0,Lalita Naik,INR,"1,932,238.4",ST and SC Development Deptt||ITDA Th. Rampur,2026_STSCD_125094_19,ITDATHR-04/2025-26,Construction of two nos of Staff Quarter at Gopalpur HSS,1,3391266,GEETANJALI SAHU,10-Feb-2026 04:41 PM,Rejected-Finance,Rejected by the Tender Committee,17-Apr-2026 10:18 AM,AOC
,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3386114,Lalita Naik,10-Feb-2026 01:34 AM,Accepted-AOC,Awarded,17-Apr-2026 10:22 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3386073,PARESWAR PRADHANI,09-Feb-2026 09:06 PM,Rejected-Finance,Rejected by the Tender Committee,17-Apr-2026 10:18 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3390180,PRATAP KISHOR NAIK,10-Feb-2026 01:05 PM,Rejected-Finance,Rejected by the Tender Committee,17-Apr-2026 10:18 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3387713,SURENDRA KUMAR NAYAK,10-Feb-2026 08:44 AM,Rejected-Finance,Rejected by the Tender Committee,17-Apr-2026 10:18 AM,AOC
