EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"2,90,245",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Liscence, pancard, GSTIN, Affidavits and other documents as per DTCN",Construction of 100 seated STBH at Ledhimang Panchayat High School in Sundargarh Block,Construction of 100 seated STBH at Ledhimang Panchayat High School in Sundargarh Block,Please refer Tender documents. ,NA ,"2,90,24,537",Civil Works - Buildings,NA ,Tender,90.0,330.0,Sundargarh,770001.0,NA ,NA ,NA ,ITDA Sundargarh,No ,No,28-Nov-2025 11:00 AM,17-Dec-2025 11:00 AM,28-Nov-2025 11:00 AM,16-Dec-2025 05:00 PM,NA ,NA ,28-Nov-2025 11:00 AM,16-Dec-2025 05:00 PM,03-Feb-2026 11:00 AM,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,Project Administrartor,ITDA Sundargarh,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-05/2025-26,2025_STSCD_121904_18,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Tender Status,LAXMAN SAHOO,02-Feb-2026 01:01 PM,,COLLECTOR SUNDARGARH,Internal,"AEE, ITDA, SE, MI Division and PA, ITDA, Sundargarh",LAXMAN SAHOO,13-Feb-2026 06:06 PM,finsummary_566959.pdf (909.34 KB),Finance,tender status,Sudam Chandra Patel,05-Feb-2026 12:39 PM,finance_566959.pdf,BOQ Comparative Chart,COLLECTOR SUNDARGARH,Internal,"AEE, ITDA, SE, MI Division, PA, ITDA, Sundargarh",LAXMAN SAHOO,02-Feb-2026 06:45 PM,03-Feb-2026 11:00 AM,techsummary_566959.pdf (837.75 KB),07-Apr-2026,"INR 24,673,759",330.0,LAXMAN SAHOO,09-Apr-2026 11:40 AM,Ledhimang100.pdf (272.00 KB),AOC,ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_121904_18,ITDASNG-05/2025-26,Construction of 100 seated STBH at Ledhimang Panchayat High School in Sundargarh Block,1.0,3301566.0,PRITAM PRATAP NAIK,INR,"24,673,759",1,3299142,ARIA INFRA PROJECTS PRIVATE LIMITED,13-Dec-2025 10:29 AM,Rejected-AOC,Not Qualified,09-Apr-2026 11:40 AM,AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3288815,BHABANI SHANKAR PATEL,11-Dec-2025 09:22 PM,Rejected-AOC,Not Qualified,09-Apr-2026 11:40 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3305278,BIBHUTI BHUSAN BEHERA,16-Dec-2025 06:23 AM,Rejected-AOC,Not Qualified,09-Apr-2026 11:40 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3305400,BIKRAM PATEL,16-Dec-2025 01:52 AM,Rejected-AOC,Not Qualified,09-Apr-2026 11:40 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3307163,CHIRAG AGARWAL,16-Dec-2025 01:26 PM,Rejected-AOC,Not Qualified,09-Apr-2026 11:40 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3305367,DASHARATHA MUNDA,16-Dec-2025 11:02 AM,Rejected-AOC,Not Qualified,09-Apr-2026 11:40 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3307189,KASTU PING,16-Dec-2025 02:15 PM,Rejected-AOC,Not Qualified,09-Apr-2026 11:40 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3304709,MINAKETAN GARDIA,16-Dec-2025 10:51 AM,Rejected-AOC,Not Qualified,09-Apr-2026 11:40 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3306277,MOHIT AGRAWAL,16-Dec-2025 10:49 AM,Rejected-AOC,Not Qualified,09-Apr-2026 11:40 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3303493,M/S. MAA TARA CONSTRUCTION,15-Dec-2025 01:43 PM,Rejected-AOC,Not Qualified,09-Apr-2026 11:40 AM,AOC
