Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,As per tender committee,Narayan Maharana,29-Apr-2026 07:54 AM,finance_570037.pdf,BOQ Comparative Chart,1.0,3317692.0,SUDEEP KUMAR BANERJEE,INR,"1,080,635.21",Municipal Bodies||Kesinga NAC,2025_ORULB_122751_1,KSNG-NAC-5/2025-26,"RENOVATION OF TOILETS OF ADMINISTRATIVE BLOCK, CONSTRUCTION OF TOILET FOR STAFF COMMON ROOM AND COLOUR WASHING OF KESINGA COLLEGE IN WARD NO-10",Nruparaj yadav,Internal,"Chairperson,NAC,Keisnga,STO,Keisnga,Additional Tahasildar,kesinga,ME,Bhawanipatna Municipality,EO,NAC,Kesinga",Narayan Maharana,29-Apr-2026 08:00 AM,finsummary_570037.pdf (1066.72 KB),Nruparaj yadav,Internal,"Chairperson,NAC,Keisnga,STO,Keisnga,Additional Tahasildar,kesinga,ME,Bhawanipatna Municipality,EO,NAC,Kesinga",Narayan Maharana,29-Apr-2026 07:57 AM,techsummary_570037.pdf (1066.72 KB),1,3315741,BIKRAM KESHARI BARIK,18-Dec-2025 10:34 PM,Rejected-Technical,As per tender Committee,29-Apr-2026 07:57 AM,29-Apr-2026,"INR 1,080,635.21",180.0,Narayan Maharana,29-Apr-2026 08:04 AM,WO.pdf (1321.00 KB),As per tender committee,AOC,"12,800",Yes,fixed,,Nil,Nil,08-Dec-2025 10:00 AM,20-Dec-2025 11:00 AM,08-Dec-2025 10:00 AM,19-Dec-2025 05:00 PM,NA ,NA ,08-Dec-2025 10:00 AM,19-Dec-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Correction of DTCN and BOQ,Other,,"RENOVATION OF TOILETS OF ADMINISTRATIVE BLOCK, CONSTRUCTION OF TOILET FOR STAFF COMMON ROOM AND COLOUR WASHING OF KESINGA COLLEGE IN WARD NO-10","RENOVATION OF TOILETS OF ADMINISTRATIVE BLOCK, CONSTRUCTION OF TOILET FOR STAFF COMMON ROOM AND COLOUR WASHING OF KESINGA COLLEGE IN WARD NO-10",Please refer Tender documents. ,NA ,"12,71,186",Civil Works - Others,NA ,Rate Contract,90.0,180.0,KESINGA NAC,766012.0,NA ,NA ,NA ,"OFFICE OF THE NOTIFIED AREA COUNCIL,KESINGA",No ,No,1.0,ICICI BANK,"EXECUTIVE OFFICER,NAC,KESINGA","NAC,KESINGA",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Kesinga NAC,KSNG-NAC-5/2025-26,2025_ORULB_122751_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3316372,BIKRAM SAGAR,19-Dec-2025 11:51 AM,Rejected-Technical,As per tender Committee,29-Apr-2026 07:57 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3312412,DHANANJAYA MAHANANDA,18-Dec-2025 11:39 AM,Rejected-Technical,As per tender Committee,29-Apr-2026 07:57 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3315793,JYOTI RANJAN NANDA,18-Dec-2025 10:59 PM,Rejected-Technical,As per tender Committee,29-Apr-2026 07:57 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3303365,RAMESH CHANDRA PATTNAIK,15-Dec-2025 06:36 PM,Rejected-Technical,As per tender Committee,29-Apr-2026 07:57 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3315611,SOBHAGINI SAHU,18-Dec-2025 11:04 PM,Rejected-Technical,As per tender Committee,29-Apr-2026 07:57 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3317692,SUDEEP KUMAR BANERJEE,19-Dec-2025 04:22 PM,Accepted-AOC,As per tender committee,29-Apr-2026 08:04 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3297286,SUDHANSU SEKHAR DAS,12-Dec-2025 01:08 PM,Rejected-Technical,As per tender Committee,29-Apr-2026 07:57 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3314254,TRINATHA SAHU,18-Dec-2025 09:10 PM,Rejected-Technical,As per tender Committee,29-Apr-2026 07:57 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
